proj,ver,class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
xalan,2.6.0,org.apache.xml.serializer.ToStream,74,2,3,23,189,1615,4,20,44,0.855541719,3057,0.727272727,3,0.54375,0.154440154,2,12,40.01351351,12,1.6216,9
xalan,2.6.0,org.apache.xpath.res.XPATHErrorResources,5,3,2,18,16,8,18,0,3,1.246296296,2125,0,0,0.926829268,0.333333333,0,0,397,2,0.8,6
xalan,2.6.0,org.apache.xalan.transformer.TransformerImpl,133,2,0,114,409,7774,63,68,125,0.944507576,3531,0.725,17,0.090277778,0.052807487,1,2,25.2481203,5,1.3383,6
xalan,2.6.0,org.apache.xalan.res.XSLTErrorResources,5,3,2,18,16,8,18,0,3,1.247983871,4331,0,0,0.926829268,0.333333333,0,0,815.6,2,0.8,6
xalan,2.6.0,org.apache.xml.serializer.ToHTMLStream,38,3,0,15,120,509,2,13,27,0.88030888,2737,0.857142857,3,0.824390244,0.184275184,3,32,70.84210526,3,1.1053,5
xalan,2.6.0,org.apache.xalan.processor.TransformerFactoryImpl,23,3,0,19,75,167,7,14,20,0.909090909,797,0.222222222,0,0.487804878,0.207070707,1,2,33.26086957,17,1.6087,5
xalan,2.6.0,org.apache.xml.serializer.ToXMLStream,16,3,0,10,82,52,2,8,13,0.866666667,616,0.5,1,0.923497268,0.4,3,30,37.375,2,0.9375,5
xalan,2.6.0,org.apache.xalan.transformer.TransformerIdentityImpl,43,2,0,13,143,573,1,12,41,0.755102041,1173,0.785714286,2,0.236363636,0.153100775,0,0,25.95348837,3,1.0698,5
xalan,2.6.0,org.apache.xalan.xsltc.trax.TransformerFactoryImpl,33,3,0,17,151,322,6,16,23,0.901442308,1758,0.576923077,0,0.392156863,0.142857143,1,2,51.48484848,17,2.1212,5
xalan,2.6.0,org.apache.xml.serializer.SerializerBase,67,1,3,12,111,1771,3,9,47,0.931515152,958,0.96,4,0,0.138059701,0,0,12.92537313,10,1.4776,5
xalan,2.6.0,org.apache.xalan.templates.ElemNumber,42,3,0,29,135,617,5,27,27,0.860310421,2384,1,9,0.830508475,0.136298422,2,7,55.5,26,2.0952,4
xalan,2.6.0,org.apache.xpath.compiler.XPathParser,58,1,0,12,96,0,3,10,5,0.679425837,3337,0.454545455,2,0,0.163793103,0,0,56.34482759,6,1.4828,4
xalan,2.6.0,org.apache.xml.serializer.EmptySerializer,82,1,2,5,83,3321,2,3,81,1.012345679,269,1,0,0,0.097560976,0,0,2.268292683,1,0.9878,4
xalan,2.6.0,org.apache.xalan.Version,9,1,0,1,18,36,1,0,9,2,81,0,0,0,0.111111111,0,0,8,2,1.1111,4
xalan,2.6.0,org.apache.xpath.compiler.Compiler,47,2,0,59,111,1021,22,41,15,0.648550725,1185,0.666666667,1,0.323076923,0.173913043,1,1,24.08510638,12,1.2128,4
xalan,2.6.0,org.apache.xml.serializer.ToTextStream,25,3,0,5,50,192,2,3,23,2,484,0,0,0.875647668,0.366666667,2,17,18.36,1,0.96,4
xalan,2.6.0,org.apache.xalan.processor.StylesheetHandler,70,2,0,44,152,2107,22,25,33,0.93812709,1322,0.730769231,5,0.2,0.108695652,1,1,17.51428571,7,1.3,4
xalan,2.6.0,org.apache.xalan.xsltc.runtime.BasisLibrary,69,1,0,36,198,2330,20,18,64,1.005793226,2601,0.303030303,0,0,0.102076125,0,0,36.2173913,49,4.2464,3
xalan,2.6.0,org.apache.xpath.objects.XString,49,3,2,42,100,1176,33,12,46,1,740,0,1,0.606837607,0.122222222,3,21,14.08163265,16,1.8571,3
xalan,2.6.0,org.apache.xalan.extensions.ExtensionHandlerJavaPackage,6,3,0,13,51,3,0,13,6,2,851,0,0,0.615384615,0.388888889,2,5,140.8333333,5,1.6667,3
xalan,2.6.0,org.apache.xalan.templates.ElemExtensionCall,10,5,0,21,52,39,4,18,6,1.022222222,304,0,1,0.963709677,0.333333333,3,7,28.9,5,1.7,3
xalan,2.6.0,org.apache.xalan.processor.ProcessorLRE,4,5,1,18,73,6,2,17,3,2,462,0,0,0.986111111,0.5,4,6,114.5,3,1.25,3
xalan,2.6.0,org.apache.xalan.templates.ElemLiteralResult,32,4,2,18,88,354,6,13,28,0.88172043,686,1,2,0.86695279,0.180555556,3,19,20.15625,10,1.8438,3
xalan,2.6.0,org.apache.xml.serializer.ToUnknownStream,83,2,0,11,178,0,1,10,76,0.843089431,1123,1,1,0.514792899,0.115662651,2,10,12.34939759,10,1.2048,3
xalan,2.6.0,org.apache.xalan.serialize.SerializerUtils,7,1,0,12,37,21,5,7,7,2,250,0,0,0,0.404761905,0,0,34.71428571,4,1.2857,3
xalan,2.6.0,org.apache.xalan.templates.ElemPI,8,3,0,12,33,8,1,11,8,0.428571429,163,1,1,0.965517241,0.3,2,5,19.25,16,2.75,3
xalan,2.6.0,org.apache.xml.dtm.ref.sax2dtm.SAX2DTM,75,4,2,25,190,2297,5,21,65,0.908361486,2494,0.9375,11,0.56626506,0.134234234,2,20,31.82666667,13,2.2933,3
xalan,2.6.0,org.apache.xml.dtm.ref.DTMDefaultBase,94,1,1,16,141,4141,4,13,68,0.922341697,2326,0.777777778,14,0,0.173835125,0,0,23.45744681,15,2.4681,3
xalan,2.6.0,org.apache.xalan.xsltc.compiler.Parser,76,1,0,97,205,2560,86,24,59,0.933777778,3305,1,9,0,0.093421053,0,0,42.09210526,13,2.25,3
xalan,2.6.0,org.apache.xalan.xsltc.compiler.Mode,31,1,0,41,149,327,4,39,12,0.853968254,3124,1,7,0,0.163306452,0,0,99.09677419,41,5.7097,3
xalan,2.6.0,org.apache.xml.serializer.Encodings,11,1,0,10,49,31,5,5,8,0.925,429,0.5,1,0,0.266666667,0,0,37.27272727,12,3.1818,3
xalan,2.6.0,org.apache.xalan.templates.StylesheetRoot,50,5,0,53,121,1069,45,24,34,0.939909297,987,0.944444444,11,0.853658537,0.079130435,3,6,18.38,10,1.6,3
xalan,2.6.0,org.apache.xalan.extensions.ExtensionHandlerJavaClass,6,3,0,12,48,0,0,12,6,0.2,861,1,0,0.615384615,0.388888889,2,6,142.1666667,6,2,3
xalan,2.6.0,org.apache.xalan.xsltc.compiler.util.ErrorMessages,3,3,1,1,4,1,1,0,2,0.5,1326,1,0,0.974358974,1,0,0,440.6666667,1,0.3333,3
xalan,2.6.0,org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2,37,5,1,34,111,284,20,14,26,0.797979798,2307,1,2,0.830845771,0.206018519,2,33,60.75675676,20,3.5135,3
xalan,2.6.0,org.apache.xalan.xsltc.compiler.Step,16,4,0,30,70,10,5,28,13,0.566666667,790,1,0,0.829545455,0.232142857,2,9,48.125,17,3.375,3
xalan,2.6.0,org.apache.xml.serializer.ToHTMLSAXHandler,42,3,0,6,69,763,2,4,40,0.902439024,386,1,0,0.735099338,0.146520147,3,16,8.166666667,2,0.9762,3
xalan,2.6.0,org.apache.xml.serializer.ToSAXHandler,27,2,3,8,49,207,4,4,22,0.711538462,363,1,1,0.783783784,0.171717172,1,7,12.2962963,3,1,3
xalan,2.6.0,org.apache.xml.dtm.ref.DTMDocumentImpl,111,1,0,13,150,5301,0,13,97,0.944318182,1851,0.666666667,8,0,0.119886364,0,0,15.45945946,10,1.5315,3
xalan,2.6.0,org.apache.xml.serializer.SerializationHandler,9,1,0,47,9,36,41,6,9,2,9,0,0,0,0.238095238,0,0,0,1,1,3
xalan,2.6.0,org.apache.xalan.templates.ElemComment,5,3,0,5,17,10,1,4,5,2,74,0,0,0.98,0.466666667,2,6,13.8,16,3.8,2
xalan,2.6.0,org.apache.xalan.xsltc.compiler.Sort,20,3,0,55,105,130,2,55,15,0.847953216,1393,1,4,0.746666667,0.236363636,1,4,68.2,11,2.5,2
xalan,2.6.0,org.apache.xalan.templates.ElemElement,12,4,1,16,47,18,2,14,9,0.545454545,331,1,2,0.948356808,0.229166667,2,6,26.41666667,4,1.1667,2
xalan,2.6.0,org.apache.xpath.axes.MatchPatternIterator,6,5,0,11,25,3,1,11,4,0.75,261,1,2,0.961538462,0.4,1,6,41.83333333,10,2.8333,2
xalan,2.6.0,org.apache.xalan.xslt.Process,7,1,0,10,109,21,0,10,2,2,2028,0,0,0,0.2,0,0,288.7142857,138,20.4286,2
xalan,2.6.0,org.apache.xpath.res.XPATHErrorResources_hu,5,3,0,1,16,8,0,1,3,1.246296296,2125,0,0,0.926829268,0.333333333,0,0,397,2,0.8,2
xalan,2.6.0,org.apache.xalan.lib.ExsltDatetime,45,1,0,3,86,990,0,3,37,1.022727273,1528,0,0,0,0.172222222,0,0,32.75555556,10,1.6,2
xalan,2.6.0,org.apache.xalan.templates.ElemTextLiteral,11,3,0,9,21,29,6,4,11,0.825,135,1,0,0.951456311,0.340909091,2,5,10.90909091,2,1,2
xalan,2.6.0,org.apache.xpath.res.XPATHErrorResources_it,5,3,0,1,16,8,0,1,3,1.246296296,2125,0,0,0.926829268,0.333333333,0,0,397,2,0.8,2
xalan,2.6.0,org.apache.xalan.xsltc.compiler.ParentLocationPath,11,4,0,19,42,0,1,19,11,0.64,380,1,3,0.879518072,0.204545455,2,7,33.09090909,35,4.8182,2
xalan,2.6.0,org.apache.xpath.res.XPATHErrorResources_ko,5,3,0,1,16,8,0,1,3,1.246296296,2125,0,0,0.926829268,0.333333333,0,0,397,2,0.8,2
xalan,2.6.0,org.apache.xpath.objects.XStringForFSB,31,4,0,10,59,117,1,10,29,0.5,823,0.5,0,0.802721088,0.150537634,4,20,25.41935484,14,2.9032,2
xalan,2.6.0,org.apache.xalan.lib.sql.XConnection,38,1,0,14,110,273,2,14,32,0.72972973,1595,1,4,0,0.248538012,0,0,40.55263158,13,2.2895,2
xalan,2.6.0,org.apache.xalan.xsltc.runtime.ErrorMessages,3,3,0,0,4,1,0,0,2,0.5,299,1,0,0.974358974,1,0,0,98.33333333,1,0.3333,2
xalan,2.6.0,org.apache.xpath.res.XPATHErrorResources_ca,5,3,0,1,16,8,0,1,3,1.246296296,2125,0,0,0.926829268,0.333333333,0,0,397,2,0.8,2
