proj,ver,class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
xalan,2.7.0,org.apache.xpath.compiler.Compiler,48,2,0,59,113,1064,22,41,15,0.617021277,1203,0.714285714,2,0.318181818,0.160392799,1,1,23.91666667,12,1.2083,1
xalan,2.7.0,org.apache.xml.utils.XMLStringDefault,38,1,0,4,68,0,3,1,38,0.081081081,267,1,0,0,0.192105263,1,1,6,2,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.IntExpr,4,3,0,11,14,0,0,11,4,0.333333333,44,1,0,0.959459459,0.4,2,7,9.75,1,0.75,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorExsltFunction,6,5,0,27,27,15,1,26,4,1.2,230,0,0,0.97706422,0.533333333,2,4,37.16666667,7,1.8333,1
xalan,2.7.0,org.apache.xalan.templates.ElemChoose,6,3,0,9,27,15,0,9,6,1.2,167,0,0,0.975124378,0.444444444,2,6,26.66666667,4,1.3333,1
xalan,2.7.0,org.apache.xml.dtm.ref.IncrementalSAXSource_Xerces,14,1,0,9,53,27,0,9,10,0.596153846,752,0.15,0,0,0.162393162,0,0,51.28571429,9,1.5,1
xalan,2.7.0,org.apache.xpath.functions.FuncExtFunctionAvailable,3,4,0,10,16,0,2,8,3,0.75,93,0.5,1,0.96,0.555555556,2,7,29.33333333,1,0.6667,1
xalan,2.7.0,org.apache.xml.serializer.ObjectFactory,13,1,0,5,49,64,3,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.TransletOutput,5,3,0,22,38,0,0,22,4,0.5,205,1,1,0.933333333,0.333333333,2,7,39.6,6,2,1
xalan,2.7.0,org.apache.xalan.lib.Extensions,12,1,0,13,56,66,1,12,9,0.909090909,338,0,0,0,0.208333333,0,0,27,5,2,1
xalan,2.7.0,org.apache.xml.dtm.Axis,5,1,0,8,6,2,8,0,4,1.195652174,189,0.086956522,0,0,0.375,0,0,32.2,1,0.6,1
xalan,2.7.0,org.apache.xpath.objects.NotEqualComparator,3,2,0,3,5,3,1,2,0,2,22,0,0,0.5,0.555555556,0,0,6.333333333,2,1.3333,0
xalan,2.7.0,org.apache.xpath.objects.EqualComparator,3,2,0,3,5,3,1,2,0,2,18,0,0,0.5,0.555555556,0,0,5,2,1,0
xalan,2.7.0,org.apache.xpath.objects.GreaterThanOrEqualComparator,3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
xalan,2.7.0,org.apache.xml.utils.Context2,12,1,0,1,26,0,1,0,0,0.681818182,365,0.5,2,0,0.409090909,0,0,28.58333333,10,2.5,0
xalan,2.7.0,org.apache.xalan.xsltc.runtime.HashtableEntry,2,1,0,2,3,1,2,0,0,1,38,0,1,0,1,0,0,16,2,1,0
xalan,2.7.0,org.apache.xpath.objects.Comparator,3,1,6,8,4,3,7,1,0,2,6,0,0,0,0.555555556,0,0,1,1,0.6667,0
xalan,2.7.0,org.apache.xpath.domapi.XPathStylesheetDOM3Exception,1,4,0,2,2,0,2,0,1,2,6,0,0,1,1,0,0,5,0,0,0
xalan,2.7.0,org.apache.xpath.objects.LessThanComparator,3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
xalan,2.7.0,org.apache.xml.utils.PrefixForUriEnumerator,3,1,0,1,9,0,1,1,2,0,67,1,1,0,0.5,0,0,20,3,1.6667,0
xalan,2.7.0,org.apache.xpath.objects.GreaterThanComparator,3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
xalan,2.7.0,org.apache.xpath.objects.LessThanOrEqualComparator,3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
forrest,0.7,org.apache.forrest.conf.ForrestConfModule,10,3,0,16,42,37,0,16,5,0.925925926,340,1,1,0.5,0.366666667,1,1,32.4,2,1.1,8
forrest,0.7,org.apache.forrest.locationmap.LocationMapModule,10,2,0,17,38,35,0,17,7,0.722222222,291,1,1,0.384615385,0.37037037,0,0,27.5,1,0.8,3
forrest,0.7,org.apache.forrest.locationmap.lm.LocationMap,7,2,0,15,48,5,2,14,4,0.9375,364,0.5,2,0.454545455,0.371428571,0,0,49.85714286,2,1,2
forrest,0.7,org.apache.forrest.sourcetype.SourceType,4,1,0,9,24,0,1,8,4,0.5,144,1,0,0,0.5,0,0,34.5,4,1.5,1
forrest,0.7,org.apache.forrest.conf.ForrestConfUtils,7,1,0,4,16,21,2,2,5,1.166666667,104,0,0,0,0.238095238,0,0,13.71428571,5,1.4286,1
forrest,0.7,org.apache.forrest.sourcetype.SourceTypeAction,3,2,0,24,43,0,0,24,3,0.75,247,1,0,0.714285714,0.428571429,0,0,80.66666667,1,0.6667,0
forrest,0.7,org.apache.forrest.locationmap.lm.SelectNode,3,3,0,13,30,0,2,13,3,0.625,216,1,2,0.818181818,0.444444444,2,2,69.66666667,1,0.6667,0
forrest,0.7,org.apache.forrest.sourcetype.SourceInfo,14,1,0,7,19,69,7,0,14,0.897435897,81,1,0,0,0.785714286,0,0,4.357142857,1,0.9286,0
forrest,0.7,org.apache.forrest.locationmap.lm.LocatorNode,5,3,0,14,34,2,4,13,3,0.666666667,235,1,2,0.692307692,0.333333333,1,1,45.4,1,0.8,0
ivy,1.1,fr.jayasoft.ivy.LatestStrategy,2,1,0,8,2,1,7,1,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.AbstractArtifact,4,1,2,4,25,6,2,2,4,2,126,0,0,0,0.625,1,1,30.5,8,2.75,0
ivy,1.1,fr.jayasoft.ivy.IvyAware,1,1,0,4,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.resolver.FileSystemResolver,2,5,0,3,5,1,0,3,2,2,12,0,0,0.987654321,1,1,1,5,1,0.5,0
ivy,1.1,fr.jayasoft.ivy.repository.TransferEvent,19,1,0,6,25,135,4,2,12,0.944444444,167,0.5625,2,0,0.256578947,0,0,6.947368421,4,1,0
ivy,1.1,fr.jayasoft.ivy.resolver.RevisionEntry,7,1,0,7,12,0,5,3,7,0.5,40,1,1,0,0.428571429,0,0,4.428571429,1,0.8571,0
ivy,1.1,fr.jayasoft.ivy.Artifact,7,1,0,28,7,21,26,2,7,2,7,0,0,0,1,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.util.IvyPattern,3,1,0,2,4,1,2,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,0
ivy,1.1,fr.jayasoft.ivy.util.Configurator,13,1,0,2,59,0,1,1,11,0.611111111,682,1,0,0,0.4375,0,0,51.23076923,16,2.9231,0
ivy,1.1,fr.jayasoft.ivy.util.CopyProgressListener,3,1,0,14,3,3,13,1,3,2,3,0,0,0,1,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.conflict.NoConflictManager,2,2,0,3,4,1,1,2,2,2,10,0,0,0.833333333,0.666666667,0,0,4,1,0.5,0
ivy,1.1,fr.jayasoft.ivy.ArtifactRevisionId,11,1,0,7,26,29,4,3,11,0.3,119,1,2,0,0.272727273,1,1,9.636363636,4,1.1818,0
ivy,1.1,fr.jayasoft.ivy.resolver.IBiblioResolver,12,6,0,5,24,32,0,5,10,0.818181818,140,0.5,0,0.880434783,0.25,1,1,10.33333333,5,1.5,0
ivy,1.1,fr.jayasoft.ivy.latest.LatestTimeStrategy,2,2,0,3,6,1,1,2,2,2,48,0,0,0.833333333,0.666666667,0,0,23,6,3,0
ivy,1.1,fr.jayasoft.ivy.resolver.ApacheHttpURLLister,4,1,0,2,8,4,0,2,4,0.666666667,24,1,1,0,0.5,0,0,4.75,1,0.75,0
ivy,1.1,fr.jayasoft.ivy.DependencyDescriptor,13,1,0,17,13,78,15,3,13,2,13,0,0,0,0.487179487,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.ArtifactId,8,1,0,5,17,20,4,1,8,0.5,121,1,1,0,0.34375,1,1,13.625,6,1.5,0
ivy,1.1,fr.jayasoft.ivy.License,3,1,0,4,4,0,4,0,3,0.5,20,1,0,0,0.666666667,0,0,5,1,0.6667,0
ivy,1.1,fr.jayasoft.ivy.resolver.ResolvedResource,5,1,0,6,11,0,4,2,5,0.375,41,1,1,0,0.466666667,0,0,6.8,1,0.8,0
ivy,1.1,fr.jayasoft.ivy.ConflictManager,2,1,0,10,2,1,10,1,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
ivy,1.1,fr.jayasoft.ivy.report.ReportOutputter,1,1,0,4,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
