proj,ver,class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
synapse,1.2,org.apache.synapse.core.axis2.Axis2FlexibleMEPClient,9,1,0,38,102,30,1,37,3,0.625,620,1,0,0,0.196428571,0,0,67.77777778,6,2.2222,9
synapse,1.2,org.apache.synapse.mediators.transform.XSLTMediator,20,2,0,31,107,104,3,29,14,0.872807018,844,0.833333333,1,0.40625,0.185,0,0,40.6,39,3.5,6
synapse,1.2,org.apache.synapse.mediators.AbstractMediator,15,1,18,23,33,7,18,5,5,0.476190476,229,1,0,0,0.380952381,0,0,14.06666667,4,2.3333,4
synapse,1.2,org.apache.synapse.config.xml.endpoints.LoadbalanceEndpointFactory,4,2,0,7,19,4,1,7,1,0.666666667,78,1,1,0.818181818,0.444444444,1,1,18.25,5,1.5,4
synapse,1.2,org.apache.synapse.config.SynapseConfiguration,50,1,0,46,108,697,27,20,48,0.871985158,976,0.909090909,2,0,0.135007849,0,0,18.3,8,2.1,4
synapse,1.2,org.apache.synapse.SynapseConstants,2,1,0,14,6,1,11,3,1,1.977777778,106,0,0,0,1,0,0,7,0,0,4
synapse,1.2,org.apache.synapse.mediators.transform.FaultMediator,28,2,0,31,106,216,2,29,20,0.877492877,828,0.692307692,3,0.325,0.203571429,0,0,28.10714286,17,3.2143,3
synapse,1.2,org.apache.synapse.ServerManager,25,1,0,32,86,174,11,21,22,0.868055556,740,1,2,0,0.333333333,0,0,28.12,11,2.48,3
synapse,1.2,org.apache.synapse.core.axis2.ProxyService,67,1,0,44,172,1931,9,37,60,0.952101662,1449,0.967741935,5,0,0.109090909,0,0,20.1641791,49,1.9104,3
synapse,1.2,org.apache.synapse.endpoints.algorithms.RoundRobin,4,1,0,9,14,0,3,6,3,0.5,89,1,0,0,0.583333333,0,0,20.75,5,1.75,3
synapse,1.2,org.apache.synapse.util.MessageHelper,8,1,0,33,105,28,5,28,7,2,455,0,0,0,0.2,0,0,55.875,6,2.875,3
synapse,1.2,org.apache.synapse.config.xml.endpoints.utils.LoadbalanceAlgorithmFactory,2,1,0,6,8,1,2,4,2,2,33,0,0,0,0.5,0,0,15.5,3,1.5,3
synapse,1.2,org.apache.synapse.mediators.builtin.RMSequenceMediator,17,2,0,14,58,100,2,12,11,0.90625,444,1,2,0.464285714,0.3,0,0,24.64705882,12,2.0588,2
synapse,1.2,org.apache.synapse.mediators.AbstractListMediator,10,2,7,14,35,0,7,7,10,0,176,1,0,0.590909091,0.283333333,0,0,16.5,3,1.5,2
synapse,1.2,org.apache.synapse.config.xml.SynapseXMLConfigurationFactory,15,1,0,28,84,99,0,28,6,0.357142857,507,1,0,0,0.314285714,0,0,32.73333333,19,2.6,2
synapse,1.2,org.apache.synapse.core.axis2.ResourceMap,5,1,0,13,26,0,7,6,4,0.5,151,1,0,0,0.583333333,0,0,28.8,5,1.4,2
synapse,1.2,org.apache.synapse.mediators.base.SequenceMediator,16,3,0,34,52,60,24,12,16,0.828571429,428,1,0,0.594594595,0.25,1,4,25.3125,29,2.8125,2
synapse,1.2,org.apache.synapse.mediators.filters.SwitchMediator,8,2,0,8,32,0,2,6,8,0.571428571,219,1,2,0.65,0.375,0,0,26,15,2.625,2
synapse,1.2,org.apache.synapse.SynapseServer,6,1,0,4,26,9,1,4,3,0.9,171,1,0,0,0.2,0,0,27.16666667,1,0.6667,2
synapse,1.2,org.apache.synapse.mediators.GetPropertyFunction,7,1,0,13,50,0,1,12,5,0.625,488,0.75,1,0,0.270833333,0,0,68.14285714,39,6.4286,2
synapse,1.2,org.apache.synapse.mediators.builtin.SendMediator,4,2,0,18,38,0,2,16,4,0,268,1,1,0.8125,0.5,0,0,65.75,27,7.25,2
synapse,1.2,org.apache.synapse.core.axis2.MediatorDeployer,9,1,0,11,45,22,0,11,6,0.75,351,1,0,0,0.4,0,0,37.77777778,1,0.7778,2
synapse,1.2,org.apache.synapse.mediators.eip.aggregator.AggregateMediator,20,2,0,14,71,90,3,12,18,0.837320574,677,1,3,0.419354839,0.190789474,0,0,32.3,34,3.1,2
synapse,1.2,org.apache.synapse.config.xml.FaultMediatorSerializer,3,2,0,11,32,3,0,11,3,1.5,232,1,0,0.75,0.555555556,0,0,75.33333333,16,5.6667,2
